bookid,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,myrating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,dateread,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
40887375,They Were Her Property: White Women as Slave Owners in the American South,Stephanie E. Jones-Rogers,"Jones-Rogers, Stephanie E.",,0300218664,9780300218664,4,4.30,Yale University Press,Hardcover,320,2019,2019,2019/11/05,2019/03/02,,,read,,,,1,,,0,,,,,
6278270,The Principles of Product Development Flow: Second Generation Lean Product Development,Donald G. Reinertsen,"Reinertsen, Donald G.",,1935401009,9781935401001,0,4.17,Celeritas Publishing,Hardcover,294,2009,2009,,2019/11/04,to-read,to-read (#241),to-read,,,,0,,,0,,,,,
23995249,The Invention of Nature: Alexander von Humboldt's New World,Andrea Wulf,"Wulf, Andrea",,038535066X,9780385350662,5,4.26,Knopf,Hardcover,473,2015,2015,2019/10/31,2019/08/16,,,read,,,,1,,,0,,,,,
44286534,You Look Like a Thing and I Love You: How Artificial Intelligence Works and Why It's Making the World a Weirder Place,Janelle Shane,"Shane, Janelle",,0316525243,9780316525244,0,4.19,Voracious,Hardcover,272,2019,2019,,2019/10/29,to-read,to-read (#240),to-read,,,,0,,,0,,,,,
42046112,Recursion,Blake Crouch,"Crouch, Blake",,1524759783,9781524759780,4,4.15,Crown Publishing Group (NY),Hardcover,329,2019,2019,2019/10/26,2019/07/14,,,read,,,,1,,,0,,,,,
42480560,Soft City: Building Density for Everyday Life,David    Sim,"Sim, David",,1642830186,9781642830187,0,4.35,Island Press,Paperback,256,2019,2019,,2019/10/26,to-read,to-read (#239),to-read,,,,0,,,0,,,,,
25205326,"Fires of Invention (Mysteries of Cove, #1)",J. Scott Savage,"Savage, J. Scott",,1629720925,9781629720920,0,4.17,Shadow Mountain,Hardcover,312,2015,2015,,2019/10/22,to-read,to-read (#238),to-read,,,,0,,,0,,,,,
35099718,So You Want to Talk About Race,Ijeoma Oluo,"Oluo, Ijeoma",,1580056776,9781580056779,5,4.51,Seal Press,Hardcover,248,2018,2018,2019/10/20,2019/08/25,,,read,,,,1,,,0,,,,,
41104077,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez,"Pérez, Caroline Criado",,1419729071,9781419729072,5,4.38,Abrams Press,Hardcover,411,2019,2019,2019/10/18,2019/09/06,,,read,,,,1,,,0,,,,,
2206770,"The Aesthetics of Equity: Notes on Race, Space, Architecture, and Music",Craig L. Wilkins,"Wilkins, Craig L.",,0816646619,9780816646616,0,4.25,Univ Of Minnesota Press,Paperback,256,2007,2007,,2019/10/17,to-read,to-read (#237),to-read,,,,0,,,0,,,,,
36849034,The Help-Yourself City: Legitimacy and Inequality in DIY Urbanism,Gordon C.C. Douglas,"Douglas, Gordon C.C.",,0190691336,9780190691332,0,3.74,"Oxford University Press, USA",Hardcover,264,2018,,,2019/10/16,to-read,to-read (#236),to-read,,,,0,,,0,,,,,
11797471,The Idea Factory: Bell Labs and the Great Age of American Innovation,Jon Gertner,"Gertner, Jon",,1594203288,9781594203282,0,4.18,Penguin Press,Hardcover,422,2012,2012,,2016/08/14,paused,paused (#24),paused,,,,0,,,0,,,,,
44573628,Super Pumped: The Battle for Uber,Mike Isaac,"Isaac, Mike",,0393652246,9780393652246,5,4.13,W. W. Norton  Company,Hardcover,387,2019,2019,2019/10/04,2019/09/16,,,read,,,,1,,,0,,,,,
38398157,Blitzscaling: The Lightning-Fast Path to Building Massively Valuable Companies,Reid Hoffman,"Hoffman, Reid",Chris Yeh,1524761419,9781524761417,3,3.95,Currency,Hardcover,336,2018,2018,2019/10/01,2019/09/28,,,read,,,,1,,,0,,,,,
33222376,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,Cathy O'Neil,"O'Neil, Cathy",,0141985410,9780141985411,3,3.88,Penguin,Paperback,259,2017,2016,2019/09/12,2019/09/08,,,read,,,,1,,,0,,,,,
36288143,Brotopia: Breaking Up the Boys' Club of Silicon Valley,Emily  Chang,"Chang, Emily",,,,5,4.02,Portfolio,Kindle Edition,317,2018,2018,2019/09/08,2019/07/14,,,read,,,,1,,,0,,,,,
18406131,Philographics: Big Ideas in Simple Shapes,Genis Carreras,"Carreras, Genis",,9063693419,9789063693411,5,4.27,BIS Publishers,Paperback,200,2013,2013,,2019/09/06,,,read,,,,1,,,0,,,,,
23876222,How Posters Work,Ellen Lupton,"Lupton, Ellen","Caitlin Condell, Gail Davidson",0910503826,9780910503822,5,4.03,Cooper Hewitt,Paperback,208,2015,2015,,2019/09/06,,,read,,,,1,,,0,,,,,
2695385,That's Not What I Meant!,Deborah Tannen,"Tannen, Deborah",,0345379721,9780345379726,2,3.95,Ballantine Books,Paperback,240,1994,1986,,2019/09/06,,,read,,,,1,,,0,,,,,
20702053,40 Days of Dating: An Experiment,Jessica Walsh,"Walsh, Jessica",Timothy Goodman,1419713841,9781419713842,5,3.94,Harry N. Abrams,Hardcover,304,2015,2015,,2019/09/06,,,read,,,,1,,,0,,,,,
26786839,LOGO Modernism,Jens Müller,"Müller, Jens",R. Roger Remington,3836545306,9783836545303,5,4.48,Taschen,Hardcover,432,2015,2015,,2019/09/06,,,read,,,,1,,,0,,,,,
37752621,How to Invent Everything: A Survival Guide for the Stranded Time Traveller,Ryan North,"North, Ryan",,0753552558,9780753552551,4,4.14,Virgin Digital,ebook,464,2018,2018,2019/08/26,2019/07/09,,,read,,,,2,,,0,,,,,
10281070,Redesigning Leadership,John Maeda,"Maeda, John",,0262015889,9780262015882,2,3.81,MIT Press,Hardcover,80,2011,2011,2019/04/09,2019/02/28,,,read,,,,1,,,0,,,,,
37868583,The Prosperity Paradox: How Innovation Can Lift Nations Out of Poverty,Clayton M. Christensen,"Christensen, Clayton M.","Efosa Ojomo, Karen Dillon",0062851837,9780062851833,4,4.27,Harper Business,ebook,368,2019,2019,2019/08/16,2019/03/13,,,read,,,,1,,,0,,,,,
43708708,White Fragility: Why It’s So Hard for White People to Talk About Racism,Robin DiAngelo,"DiAngelo, Robin","Michael Eric Dyson, Amy Landon",0807071161,9780807071168,0,4.20,Beacon Press,Audiobook,192,2018,2018,,2019/08/25,to-read,to-read (#233),to-read,,,,0,,,0,,,,,
76620,"Watership Down (Watership Down, #1)",Richard  Adams,"Adams, Richard",,038039586X,9780380395866,0,4.07,Avon Books,Mass Market Paperback,478,1975,1972,,2019/08/16,to-read,to-read (#231),to-read,,,,0,,,0,,,,,
36484703,Prediction Machines: The Simple Economics of Artificial Intelligence,Ajay Agrawal,"Agrawal, Ajay","Joshua Gans, Avi Goldfarb",,,0,3.88,Harvard Business Review Press,Kindle Edition,272,2018,2018,,2019/08/16,to-read,to-read (#229),to-read,,,,0,,,0,,,,,
91566,The Measure of Man and Woman: Human Factors in Design [with CD-ROM],Alvin R. Tilley,"Tilley, Alvin R.",Henry Dreyfuss Associates,0471099554,9780471099550,0,4.38,Wiley,Hardcover,104,2001,1993,,2019/08/16,to-read,to-read (#228),to-read,,,,0,,,0,,,,,
43848929,Talking to Strangers: What We Should Know About the People We Don’t Know,Malcolm Gladwell,"Gladwell, Malcolm",,0316478520,9780316478526,0,4.02,"Little, Brown and Company",Hardcover,388,2019,2019,,2019/08/16,to-read,to-read (#226),to-read,,,,0,,,0,,,,,
43982054,The Water Dancer,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,,,0,4.07,One World,Hardcover,416,2019,2019,,2019/08/16,to-read,to-read (#227),to-read,,,,0,,,0,,,,,
43865128,The Pioneers: The Heroic Story of the Settlers Who Brought the American Ideal West,David McCullough,"McCullough, David",,1432865099,9781432865092,0,3.78,Thorndike Press Large Print,Hardcover,,2019,2019,,2019/08/16,to-read,to-read (#225),to-read,,,,0,,,0,,,,,
13072034,Sustainable Materials - With Both Eyes Open,Julian M. Allwood,"Allwood, Julian M.",Jonathan M. Cullen,190686005X,9781906860059,0,4.11,UIT Cambridge Ltd.,Paperback,384,2012,2012,,2019/08/16,to-read,to-read (#224),to-read,,,,0,,,0,,,,,
89997,The Ecology of Commerce,Paul Hawken,"Hawken, Paul",,0887307043,9780887307041,0,4.12,HarperBusiness,Paperback,272,1994,1993,,2019/08/16,to-read,to-read (#223),to-read,,,,0,,,0,,,,,
10016013,Harry Potter and the Methods of Rationality,Eliezer Yudkowsky,"Yudkowsky, Eliezer",,,,0,4.39,hpmor.com & fanfiction.net,ebook,2184,2015,2015,,2019/08/16,to-read,to-read (#222),to-read,,,,0,,,0,,,,,
41975945,Future Ethics,Cennydd Bowles,"Bowles, Cennydd",Alan Cooper,,,0,4.39,NowNext Press,Paperback,228,2018,,,2018/12/14,paused,paused (#23),paused,,,,0,,,0,,,,,
41044096,Island of the Blue Dolphins,Scott O'Dell,"O'Dell, Scott",,,,2,3.85,HMH Books for Young Readers,Kindle Edition,194,2010,1960,2019/08/14,2019/07/09,,,read,,,,1,,,0,,,,,
585261,"Infernal Devices (The Hungry City Chronicles, #3)",Philip Reeve,"Reeve, Philip",,0439963931,9780439963930,2,3.89,Point,Paperback,336,2006,2005,2019/08/13,2019/06/21,,,read,,,,1,,,0,,,,,
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,,,0,4.32,Orbit,Paperback,468,2015,2015,,2019/08/04,to-read,to-read (#217),to-read,,,,0,,,0,,,,,
1048424,Governing the Commons: The Evolution of Institutions for Collective Action,Elinor Ostrom,"Ostrom, Elinor",,0521405998,9780521405997,0,4.20,Cambridge University Press,Paperback,298,1990,1990,,2019/08/04,to-read,to-read (#216),to-read,,,,0,,,0,,,,,
402843,"Zen Mind, Beginner's Mind: Informal Talks on Zen Meditation and Practice",Shunryu Suzuki,"Suzuki, Shunryu","Trudy Dixon, Huston Smith, Richard Baker",0834800799,9780834800793,0,4.20,Weatherhill,Paperback,138,1973,1970,,2019/07/27,to-read,to-read (#215),to-read,,,,0,,,0,,,,,
38820046,21 Lessons for the 21st Century,Yuval Noah Harari,"Harari, Yuval Noah",,0525512179,9780525512172,3,4.17,Random House,Hardcover,372,2018,2018,2019/07/20,2018/11/14,,,read,,,,1,,,0,,,,,
629,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,"Pirsig, Robert M.",,0060589469,9780060589462,0,3.77,HarperTorch,Mass Market Paperback,540,2006,1974,,2019/07/14,to-read,to-read (#213),to-read,,,,0,,,0,,,,,
233712,The PreHistory of The Far Side: A 10th Anniversary Exhibit,Gary Larson,"Larson, Gary",,0836218515,9780836218510,5,4.41,Andrews McMeel Publishing,Paperback,288,1989,1989,,2019/07/14,,,read,,,,1,,,0,,,,,
232578,The Far Side Gallery 5,Gary Larson,"Larson, Gary",Jane Goodall,0836204255,9780836204254,5,4.52,Andrews McMeel Publishing,Paperback,160,1995,1995,,2019/07/14,,,read,,,,1,,,0,,,,,
233692,The Far Side Gallery 4,Gary Larson,"Larson, Gary",Robin  Williams,0836217241,9780836217247,5,4.35,Andrews McMeel Publishing,Paperback,167,1993,1989,,2019/07/14,,,read,,,,1,,,0,,,,,
233691,The Far Side Gallery 3,Gary Larson,"Larson, Gary",,0836218310,9780836218312,5,4.42,Andrews McMeel Publishing,Paperback,192,1988,1984,,2019/07/14,,,read,,,,1,,,0,,,,,
109648,The Far Side Gallery 2,Gary Larson,"Larson, Gary",Stephen King,0836220854,9780836220858,5,4.38,Andrews McMeel Publishing,Paperback,192,1986,1986,,2019/07/14,,,read,,,,1,,,0,,,,,
77281,The Far Side Gallery,Gary Larson,"Larson, Gary",,0836220625,9780836220629,5,4.41,Andrews McMeel Publishing,Paperback,192,1984,1982,,2019/07/14,,,read,,,,1,,,0,,,,,
24813,The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,"Watterson, Bill",,0836204387,9780836204384,5,4.61,Andrews McMeel Publishing,Paperback,208,1995,1995,,2019/07/14,,,read,,,,1,,,0,,,,,
43070,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,"Watterson, Bill",,0836218051,9780836218053,5,4.64,Andrews McMeel Publishing,Paperback,256,1988,1988,,2019/07/14,,,read,,,,1,,,0,,,,,
59715,The Authoritative Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,"Watterson, Bill",,0751507954,9780751507959,5,4.68,Sphere,Paperback,254,1990,1990,,2019/07/14,,,read,,,,1,,,0,,,,,
24815,The Indispensable Calvin and Hobbes,Bill Watterson,"Watterson, Bill",,0751500283,9780751500288,5,4.68,Sphere,Paperback,255,1992,1992,,2019/07/14,,,read,,,,1,,,0,,,,,
11865558,Venture Deals,Brad Feld,"Feld, Brad",Jason Mendelson,0470929820,9780470929827,4,4.08,John Wiley & Sons,Hardcover,219,2011,2011,2019/07/14,2015/06/23,,,read,,,,1,,,0,,,,,
412732,The Dharma Bums,Jack Kerouac,"Kerouac, Jack",,,,0,3.92,Penguin Books,Paperback,244,1986,1958,,2019/07/14,to-read,to-read (#211),to-read,,,,0,,,0,,,,,
26073005,The Grid: Electrical Infrastructure for a New Era,Gretchen Bakke,"Bakke, Gretchen",,1608196100,9781608196104,5,3.87,Bloomsbury USA,Hardcover,288,2016,2016,2019/07/12,2019/07/08,,,read,,,,1,,,0,,,,,
116170,The Works: Anatomy of a City,Kate Ascher,"Ascher, Kate",,1594200718,9781594200717,0,4.09,"Penguin Press HC, The",Hardcover,240,2005,2005,,2019/07/09,to-read,to-read (#207),to-read,,,,0,,,0,,,,,
8556291,Cities for People,Jan Gehl,"Gehl, Jan",,,,0,4.34,Island Press,Hardcover,285,2010,2010,,2019/07/09,to-read,to-read (#206),to-read,,,,0,,,0,,,,,
8910981,Walking Home: The Life and Lessons of a City Builder,Ken Greenberg,"Greenberg, Ken",,0307358143,9780307358141,0,3.74,Random House Canada,Hardcover,400,2011,2011,,2019/07/09,to-read,to-read (#205),to-read,,,,0,,,0,,,,,
5571,Cradle to Cradle: Remaking the Way We Make Things,William McDonough,"McDonough, William",Michael Braungart,0865475873,9780865475878,3,4.11,North Point Press,Paperback,193,2002,2002,2019/07/09,2016/08/14,,,read,,,,1,,,0,,,,,
4070074,Sustainable Energy - Without the Hot Air,David J.C. MacKay,"MacKay, David J.C.",,0954452933,9780954452933,0,4.42,UIT Cambridge Ltd.,Paperback,384,2009,2008,,2019/07/08,to-read,to-read (#204),to-read,,,,0,,,0,,,,,
6687247,Too Big to Fail: The Inside Story of How Wall Street and Washington Fought to Save the Financial System from Crisis — and Themselves,Andrew Ross Sorkin,"Sorkin, Andrew Ross",,0670021253,9780670021253,0,4.13,Viking,Hardcover,600,2009,2009,,2019/07/08,to-read,to-read (#203),to-read,,,,0,,,0,,,,,
11447065,"The Quest: Energy, Security, and the Remaking of the Modern World",Daniel Yergin,"Yergin, Daniel",,1594202834,9781594202834,0,4.13,Penguin Press,Hardcover,805,2011,2011,,2019/07/08,to-read,to-read (#202),to-read,,,,0,,,0,,,,,
36247169,Educated,Tara Westover,"Westover, Tara",,,,5,4.47,Random House,Kindle Edition,336,2018,2018,,2018/12/13,,,read,,,,1,,,0,,,,,
18222723,"Unruly Places: Lost Spaces, Secret Cities, and Other Inscrutable Geographies",Alastair Bonnett,"Bonnett, Alastair",,054410157X,9780544101579,3,3.54,Mariner Books,Hardcover,270,2014,2014,2019/07/07,2019/06/21,,,read,,,,1,,,0,,,,,
39507318,The Library Book,Susan Orlean,"Orlean, Susan",,1476740186,9781476740188,2,3.89,Simon & Schuster,Hardcover,317,2018,2018,2019/07/02,2019/02/28,,,read,,,,1,,,0,,,,,
100322,Assata: An Autobiography,Assata Shakur,"Shakur, Assata","Angela Y. Davis, Lennox S. Hinds",1556520743,9781556520747,4,4.57,Lawrence Hill Books,Paperback,274,1999,1987,2019/07/01,2017/08/17,,,read,,,,1,,,0,,,,,
324750,High Output Management,Andrew S. Grove,"Grove, Andrew S.",,0679762884,9780679762881,5,4.30,Vintage,Paperback,272,1995,1983,2019/04/09,2019/04/09,,,read,,,,1,,,0,,,,,
7667,Airframe,Michael Crichton,"Crichton, Michael",,0099556316,9780099556312,1,3.72,Arrow Books,Paperback,431,2006,1996,2019/06/25,2019/06/21,,,read,,,,1,,,0,,,,,
861023,A Contract With God and Other Tenement Stories,Will Eisner,"Eisner, Will",,0878160183,9780878160181,0,4.07,Kitchen Sink Press,Paperback,196,1985,1978,,2019/06/21,to-read,to-read (#200),to-read,,,,0,,,0,,,,,
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,1841499889,9781841499888,0,4.27,Orbit,Paperback,561,2011,2011,,2019/06/21,to-read,to-read (#198),to-read,,,,0,,,0,,,,,
219110,"A Darkling Plain (The Hungry City Chronicles, #4)",Philip Reeve,"Reeve, Philip",,0439943469,9780439943468,0,4.18,Scholastic UK,Paperback,533,2007,2006,,2019/06/21,to-read,to-read (#197),to-read,,,,0,,,0,,,,,
37825522,"Night Flights (Mortal Engines Quartet, #0.5)",Philip Reeve,"Reeve, Philip",Ian McQue,1338289705,9781338289701,0,4.02,Scholastic Press,Paperback,208,2018,2018,,2019/06/21,to-read,to-read (#196),to-read,,,,0,,,0,,,,,
287861,"Mortal Engines (The Hungry City Chronicles, #1)",Philip Reeve,"Reeve, Philip",,0060082097,9780060082093,5,3.77,Harper Collins US UK,Paperback,326,2004,2001,2018/02/16,2018/02/13,,,read,,,,1,,,0,,,,,
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,0765326353,9780765326355,0,4.63,Tor Books,Hardcover,1007,2010,2010,,2019/06/21,to-read,to-read (#195),to-read,,,,0,,,0,,,,,
15802506,"The Mapmaker's War (Keeper of Tales Trilogy, #1)",Ronlyn Domingue,"Domingue, Ronlyn",,1451688881,9781451688887,0,3.61,Atria Books,Hardcover,226,2013,2013,,2019/06/21,to-read,to-read (#194),to-read,,,,0,,,0,,,,,
27249490,An Atlas of Countries That Don't Exist: A Compendium of Fifty Unrecognized and Largely Unnoticed States,Nick Middleton,"Middleton, Nick",,1447295277,9781447295273,0,3.84,Macmillan,Hardcover,230,2015,2015,,2019/06/21,to-read,to-read (#193),to-read,,,,0,,,0,,,,,
29870203,"The Phantom Atlas: The Greatest Myths, Lies and Blunders on Maps",Edward Brooke-Hitching,"Brooke-Hitching, Edward",,1471159477,9781471159473,0,3.84,Simon & Schuster UK,ebook,256,2016,2016,,2019/06/21,to-read,to-read (#192),to-read,,,,0,,,0,,,,,
38447,"The Handmaid's Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,,,0,4.12,Anchor Books,Paperback,314,1998,1985,,2019/06/21,to-read,to-read (#191),to-read,,,,0,,,0,,,,,
31838014,北京折叠,Hao Jingfang,"Jingfang, Hao",郝景芳,7539092769,9787539092768,0,3.75,,Paperback,,2016,2014,,2019/06/21,to-read,to-read (#190),to-read,,,,0,,,0,,,,,
39286958,Measure What Matters,John E. Doerr,"Doerr, John E.",,,,5,4.00,Penguin,Kindle Edition,320,2018,2017,2019/06/20,2018/11/09,,,read,,,,1,,,0,,,,,
38242135,"AI Superpowers: China, Silicon Valley, and the New World Order",Kai-Fu Lee,"Lee, Kai-Fu",,132854639X,9781328546395,5,4.11,Mariner Books,Hardcover,255,2018,2018,2019/06/20,2019/01/27,,,read,,,,1,,,0,,,,,
37794149,A Memory Called Empire (Teixcalaan #1),Arkady Martine,"Martine, Arkady",,,9781529001587,0,4.14,Tor,Paperback,462,2019,2019,,2019/06/19,to-read,to-read (#188),to-read,,,,0,,,0,,,,,
37707827,"Palaces for the People: How Social Infrastructure Can Help Fight Inequality, Polarization, and the Decline of Civic Life",Eric Klinenberg,"Klinenberg, Eric",,1524761168,9781524761165,4,3.98,Crown Publishing Group (NY),Hardcover,288,2018,2018,2019/06/18,2019/04/10,,,read,,,,1,,,0,,,,,
37903770,Norse Mythology,Neil Gaiman,"Gaiman, Neil",,,,0,4.09,W. W. Norton & Company,Paperback,301,2018,2017,,2019/05/28,paused,paused (#22),paused,,,,0,,,0,,,,,
34466958,Bullshit Jobs: A Theory,David Graeber,"Graeber, David",,150114331X,9781501143311,2,4.02,Simon & Schuster,Hardcover,335,2018,2018,2019/06/13,2019/05/31,,,read,,,,1,,,0,,,,,
35068612,The Rise and Fall of the Dinosaurs: A New History of a Lost World,Stephen Brusatte,"Brusatte, Stephen",,0062490451,9780062490452,5,4.15,William Morrow,ebook,416,2018,2018,2019/06/08,2019/05/31,,,read,,,,1,,,0,,,,,
13429746,Abstract City,Christoph Niemann,"Niemann, Christoph",,1419702076,9781419702075,0,4.24,Harry N. Abrams,Hardcover,256,2012,2012,,2019/06/06,to-read,to-read (#187),to-read,,,,0,,,0,,,,,
38532207,Rage Becomes Her: The Power of Women's Anger,Soraya Chemaly,"Chemaly, Soraya",,1501189557,9781501189555,0,4.36,Atria Books,Hardcover,364,2018,2018,,2019/06/05,to-read,to-read (#185),to-read,,,,0,,,0,,,,,
6671664,Change by Design: How Design Thinking Transforms Organizations and Inspires Innovation,Tim    Brown,"Brown, Tim",,0061766089,9780061766084,2,3.89,HarperBusiness,Hardcover,272,2009,2009,2019/05/31,2015/05/31,,,read,,,,1,,,0,,,,,
36356192,"The Future of Work: Robots, AI, and Automation",Darrell M. West,"West, Darrell M.",,,,0,3.44,Brookings Institution Press,Kindle Edition,176,2018,2018,,2019/05/31,to-read,to-read (#184),to-read,,,,0,,,0,,,,,
34017056,"The History of the Future: Oculus, Facebook, and the Revolution That Swept Virtual Reality",Blake J. Harris,"Harris, Blake J.",,0062455982,9780062455987,0,4.05,Dey Street Books,ebook,528,2019,,,2019/05/31,to-read,to-read (#183),to-read,,,,0,,,0,,,,,
36710811,"How to Change Your Mind: What the New Science of Psychedelics Teaches Us about Consciousness, Dying, Addiction, Depression, and Transcendence",Michael Pollan,"Pollan, Michael",,1594204225,9781594204227,0,4.23,Penguin Press,Hardcover,465,2018,2018,,2019/05/31,to-read,to-read (#180),to-read,,,,0,,,0,,,,,
21343,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,"Lencioni, Patrick",,0787960756,9780787960759,5,4.08,Jossey-Bass,Hardcover,227,2002,2002,2019/05/28,2019/03/28,,,read,,,,1,,,0,,,,,
15765619,On the Map: A Mind-Expanding Exploration of the Way the World Looks,Simon Garfield,"Garfield, Simon",Dava Sobel,159240779X,9781592407798,4,3.68,Gotham,Hardcover,464,2012,2012,2019/05/23,2017/03/04,,,read,,,,1,,,0,,,,,
81779,The Symposium,Plato,"Plato, Plato",Christopher Gill,0140449272,9780140449273,0,4.07,Penguin Books,Paperback,90,2003,-380,,2017/01/02,paused,paused (#21),paused,,,,0,,,0,,,,,
3176553,Creative Capital: Georges Doriot and the Birth of Venture Capital,Spencer E. Ante,"Ante, Spencer E.",,1422101223,9781422101223,0,4.07,Harvard Business Review Press,Hardcover,299,2008,2008,,2019/04/23,to-read,to-read (#178),to-read,,,,0,,,0,,,,,
38821039,The Making of a Manager: What to Do When Everyone Looks to You,Julie Zhuo,"Zhuo, Julie",,0735219567,9780735219564,5,4.23,Portfolio,Hardcover,288,2019,2019,2019/04/09,2019/02/19,,,read,,,,1,,,0,,,,,
26240789,"The New Urban Crisis: How Our Cities Are Increasing Inequality, Deepening Segregation, and Failing the Middle Class-and What We Can Do About It",Richard Florida,"Florida, Richard",,0465079741,9780465079742,2,3.52,Basic Books,Hardcover,336,2017,2017,2019/04/09,2019/03/13,,,read,,,,1,,,0,,,,,
48722,Predator's Gold (Mortal Engines Quartet #2),Philip Reeve,"Reeve, Philip",Barnaby Edwards,0060721960,9780060721961,4,3.94,Eos,Paperback,316,2006,2003,2019/04/02,2019/03/26,,,read,,,,1,,,0,,,,,
1317946,Managing Humans: Biting and Humorous Tales of a Software Engineering Manager,Michael Lopp,"Lopp, Michael",,159059844X,9781590598443,0,3.95,Apress,Paperback,209,2007,2007,,2019/04/01,to-read,to-read (#177),to-read,,,,0,,,0,,,,,
11721966,Good Strategy Bad Strategy: The Difference and Why It Matters,Richard P. Rumelt,"Rumelt, Richard P.",,0307886255,9780307886255,2,4.12,Crown Business,ebook,320,2011,2011,2019/03/24,2019/03/20,,,read,,,,1,,,0,,,,,
15796700,Americanah,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",Jashar Awan,,,5,4.31,Alfred A. Knopf,Hardcover,477,2013,2013,2019/03/19,2017/06/09,,,read,,,,1,,,0,,,,,
36739321,Purposeful: Are You a Manager or a Movement Starter?,Jennifer Dulski,"Dulski, Jennifer",,073521137X,9780735211377,4,3.82,Portfolio,Hardcover,272,2018,,2018/11/05,2018/05/21,,,read,,,,1,,,0,,,,,
26852117,"Diary of an AssCan (The Martian, #0.5)",Andy Weir,"Weir, Andy",,,,0,3.95,blog.whsmith.co.uk,ebook,4,2015,2015,,2019/03/13,to-read,to-read (#176),to-read,,,,0,,,0,,,,,
12935037,Principles: Summary,Ray Dalio,"Dalio, Ray",,,,1,4.10,www.bwater.com,ebook,106,2011,2011,,2018/04/17,paused,paused (#9),paused,,,,0,,,0,,,,,
28370333,59 Illustrated National Parks: Celebrating 100 Years of Wilderness and Wonder,Joel Anderson,"Anderson, Joel",Nathan Anderson,0996777717,9780996777711,5,4.53,Anderson Design Group,Hardcover,160,2015,2015,,2018/07/08,paused,paused (#13),paused,,,,0,,,0,,,,,
12796075,Identify: Basic Principles of Identity Design in the Iconic Trademarks of Chermayeff  Geismar,Ivan Chermayeff,"Chermayeff, Ivan","Sagi Haviv, Tom Geismar",1440310327,9781440310324,5,4.40,HOW Books,Hardcover,256,2011,2011,,2016/08/14,paused,paused (#6),paused,,,,0,,,0,,,,,
328854,Motherless Brooklyn,Jonathan Lethem,"Lethem, Jonathan",,0375724834,9780375724831,4,3.87,Vintage,Paperback,311,2000,1999,,2018/06/28,paused,paused (#14),paused,,,,0,,,0,,,,,
26114415,The Hour of Land: A Personal Topography of America's National Parks,Terry Tempest Williams,"Williams, Terry Tempest",,0374280096,9780374280093,3,4.13,Sarah Crichton Books,Hardcover,397,2016,2016,,2018/10/08,paused,paused (#16),paused,,,,0,,,0,,,,,
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,0679879242,9780679879244,4,4.00,Alfred A. Knopf Books for Young Readers,Hardcover,399,1996,1995,,2016/08/10,paused,paused (#2),paused,,,,0,,,0,,,,,
13530973,Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,1400067820,9781400067824,1,4.09,Random House,Hardcover,426,2012,2012,,2017/05/19,paused,paused (#12),paused,,,,0,,,0,,,,,
373969,The Stuff of Thought: Language as a Window into Human Nature,Steven Pinker,"Pinker, Steven",,0670063274,9780670063277,2,3.91,Viking Penguin,Hardcover,499,2007,2007,,2013/07/27,paused,paused (#8),paused,,,,0,,,0,,,,,
34496077,Paula Scher: Works,Tony Brook,"Brook, Tony","Adrian Shaughnessy, Paula Scher",,9780995666412,5,4.56,Unit Editions,Paperback,520,2017,2017,,2017/07/08,paused,paused (#1),paused,,,,0,,,0,,,,,
478,Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,"Putnam, Robert D.",,0743203046,9780743203043,2,3.82,Simon  Schuster,Paperback,544,2001,2000,,2018/01/22,paused,paused (#11),paused,,,,0,,,0,,,,,
67896,Tao Te Ching,Lao Tzu,"Tzu, Lao","Gia-Fu Feng, Jane English, Toinette Lippe, Jacob Needleman",0679724346,9780679724346,0,4.28,Vintage,Paperback,160,1989,-600,,2019/03/13,to-read,to-read (#175),to-read,,,,0,,,0,,,,,
